ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roic,mrg_liq,div_liq_ebitda,liq_corr,div_patrim,peg,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
LEVE3,SMALL11,SMALL11,Consumo discricionário,70.13,67.8,83.33333333333333,,,0.9,,86.22,59.04,21.56,99.31,11,Não,5,7,False,,True,,True,True,False,True,True,5,6,True,True,True,False,False,,True,True,True,,True,4327760384.0,6.55,4.06,8.88,19.55,62.01,33.17,12.31,,1.37,1.44,0.19,31.93000030517578,44.585796960424425,82.70665336158731,64.59122199138612,29.37017369612097,146.24427620691196,73.49962444328617,64.59122199138612,58.13209979224751,5,True,5.0,82.06106870229006,130.18986451864217,n/d,2026-04-30,última,,,False,False,,,Lateral,32.47999954223633,-1.6933474286086048,-11.81993617097935,True,False,False,sem sinal (Lateral; sem novo topo (-1.7%))
BRSR6,SMALL11,SMALL11,Produtos financeiros,69.89,71.64,60.0,17.35,,0.4,,49.13,91.41,90.71,85.42,12,Não,2,6,False,,True,,False,True,,False,True,3,5,False,False,False,,False,,True,True,True,,True,5586591232.0,3.55,0.5,11.54,10.16,13.99,0.0,22.75,,,,0.4,13.65999984741211,9.908741132463767,18.380714800720288,50.98450647273534,48.63431180951858,73.50140827141793,14.144727966592027,14.144727966592027,12.730255169932825,2,True,5.1,-6.80633007221757,3.5485221419804702,n/d,2026-06-15,última,,,False,False,,,Em Baixa,14.449999809265137,-5.467127835852914,-26.6536670455909,True,False,False,sem sinal (Em Baixa; sem novo topo (-5.5%))
RIAA3,SMALL11,SMALL11,Consumo discricionário,69.85,70.41,66.66666666666667,,,0.9,,66.09,91.58,42.72,92.36,13,Não,3,7,False,,False,,False,True,True,True,True,4,6,True,True,False,False,False,,True,False,True,,True,3810658560.0,2.54,0.72,41.72,13.09,28.35,8.96,14.35,,1.61,0.68,0.17,7.590000152587891,7.09893800221497,13.168529994108768,39.593504732988,26.622567519535693,83.95084028339683,,,,3,False,11.8,,,2026-11-04,2026-07-01,última,,,False,False,,,Em Baixa,8.220000267028809,-7.664234719892981,-29.939293926771448,True,False,False,sem sinal (Em Baixa; sem novo topo (-7.7%))
CXSE3,BOVA11,BOVA11,Insurance,69.48,64.09,100.0,,1.6,0.3,,64.67,27.43,100.0,81.25,14,Não,4,6,False,,True,,True,True,,True,True,5,5,True,False,False,,True,,True,True,True,,True,57090002944.0,13.2,4.21,7.0,9.63,31.89,-1.14,75.12,,,,1.39,19.030000686645508,13.084322282671852,24.27141783435628,19.10208402257977,12.108826304663676,27.57314533943472,18.819274713202635,19.10208402257977,17.191875620321795,3,True,1.9,-9.659090909090907,-1.1073356060924966,2026-08-10,2026-08-04,última,,,False,False,,,Em Baixa,22.04433250427246,-13.673953688743978,-14.056944829081985,True,False,False,sem sinal (Em Baixa; sem novo topo (-13.7%))
PLPL3,SMALL11,SMALL11,Consumo discricionário,69.37,72.79,50.0,,,0.9,,81.55,82.62,46.61,61.11,15,Não,4,7,False,,True,,False,True,False,False,True,3,6,True,True,True,False,False,,True,False,True,,True,1380031360.0,4.26,1.34,7.02,6.32,31.56,29.38,9.85,,2.87,1.28,0.28,6.800000190734863,3.070250120420337,5.695313973379725,21.150235335032143,13.500286503685917,34.03368651335861,,,,3,False,11.1,,,n/d,2025-12-30,última,,,False,False,,,Em Baixa,7.699999809265137,-11.68830702368766,-60.875995030978245,True,False,False,sem sinal (Em Baixa; sem novo topo (-11.7%))
TGMA3,SMALL11,SMALL11,Bens Industriais,69.32,66.85,83.33333333333333,,,0.7,,79.11,35.67,69.3,84.72,16,Não,5,7,False,,True,,False,True,True,True,True,5,6,True,True,True,False,False,,True,True,True,,True,2203640320.0,8.7,2.22,10.84,10.07,25.55,27.01,10.14,,2.22,0.23,2.75,33.41999816894531,24.036322166615616,32.05017214114811,36.58655208714618,36.07128113159733,50.84845073061036,35.91855565142352,36.07128113159733,32.4641530184376,5,True,2.1,-2.860099350322254,7.476234648031577,n/d,2026-08-07,última,,,False,False,,,Em Alta,33.47999954223633,-0.17921557380943254,-15.4696713308084,True,False,False,sem sinal (Em Alta; sem novo topo (-0.2%))
PETR4,BOVA11,BOVA11,Energia,68.96,72.3,50.0,,,0.9,DY5a=39.1%>=20,86.31,85.32,24.5,,17,Não,5,7,False,,True,,False,True,True,False,False,3,6,True,True,True,True,False,,True,False,True,,True,566898065408.0,3.95,1.1,7.26,39.11,27.73,19.69,21.6,,0.74,0.83,0.26,41.4900016784668,115.90944918376951,215.01202823589244,139.1753220859962,94.41474425017223,315.11393679848203,,,,5,False,3.3,,,n/d,2026-06-02,última,,,False,False,,,Em Alta,43.04999923706055,-3.6236877729158956,-15.59855832796605,True,False,False,sem sinal (Em Alta; sem novo topo (-3.6%))
LAVV3,SMALL11,SMALL11,Imobiliário,68.85,66.29,83.33333333333333,,,0.8,,66.75,59.04,60.22,94.44,18,Não,4,7,False,,True,,True,True,True,False,True,5,6,True,True,False,True,False,,True,False,True,,True,1852717568.0,5.11,1.27,27.26,13.99,24.9,8.69,19.91,,3.93,0.85,0.72,9.479999542236328,9.474417512006095,17.575044484771308,24.581212120280103,17.651729552857535,39.12361573314085,21.68120388061118,17.651729552857535,15.886556597571783,5,True,4.1,67.5797190368234,128.70469332846181,n/d,2026-02-03,última,,,False,False,,,Em Baixa,11.0600004196167,-14.285721676628372,-50.05268824616977,True,False,False,sem sinal (Em Baixa; sem novo topo (-14.3%))
INTB3,SMALL11,SMALL11,Tecnologia de informação,68.42,65.79,83.33333333333333,,,0.5,,72.63,53.23,75.74,46.53,19,Não,5,7,False,,True,,False,True,True,True,True,5,6,True,True,True,False,False,,True,True,True,,True,4774009856.0,8.08,1.46,8.17,4.3,18.07,17.52,13.1,,2.64,0.26,0.69,14.59000015258789,4.483238278800334,8.316407007174618,23.925433418538308,20.149508045346455,29.05516502264585,20.361628373426306,22.03747073194238,19.833723658748145,4,True,6.5,35.94053085208606,39.558794794218535,n/d,2026-08-04,última,,,False,False,,,Em Alta,15.130000114440918,-3.569067797544967,-6.827055033414098,True,False,False,sem sinal (Em Alta; sem novo topo (-3.6%))
VLID3,SMALL11,SMALL11,Bens Industriais,68.09,68.34,66.66666666666667,,,0.7,,64.63,75.49,65.79,72.22,20,Não,3,7,False,,True,,False,True,True,False,True,4,6,True,False,True,False,False,,True,False,True,,True,1305094656.0,6.02,0.79,10.15,8.3,13.18,15.68,11.15,,2.3,0.41,0.91,16.68000030517578,9.88833304569672,18.342857799767415,36.71262525640849,36.2806886620653,41.26884299065366,33.151253677223714,36.496656959236894,32.84699126331321,4,True,4.2,96.92440445052529,98.74851960846142,2026-11-04,2026-08-12,próxima,,,False,False,,,Lateral,18.65999984741211,-10.610930109471184,-27.725039651104176,True,False,False,sem sinal (Lateral; sem novo topo (-10.6%))
PETR3,BOVA11,BOVA11,Energia,68.03,71.21,50.0,,,0.9,DY5a=37.2%>=20,86.31,81.38,24.5,,21,Não,5,7,False,,True,,False,True,True,False,False,3,6,True,True,True,True,False,,True,False,True,,True,597521661952.0,4.42,1.22,6.5,37.2,27.73,19.69,21.6,,0.74,0.83,0.29,46.36000061035156,123.19552297211126,228.5276951132664,138.97511495184574,94.69861820760708,314.6606376268206,180.0115177743302,138.97511495184574,125.07760345666117,5,True,3.3,169.7963800904977,288.29058542793905,2026-08-06,2026-06-02,última,,,False,False,,,Em Alta,48.70000076293945,-4.804928369464467,-15.111466468813518,True,False,False,sem sinal (Em Alta; sem novo topo (-4.8%))
ISAE4,BOVA11,BOVA11,Serviços públicos,67.67,64.9,83.33333333333333,,,0.0,,61.21,55.34,79.78,75.69,22,Não,4,7,False,,True,,False,True,True,True,True,5,6,False,False,False,True,True,,True,True,True,,True,18227042304.0,6.56,0.83,6.6,8.9,12.71,9.63,26.39,,5.28,0.79,1.24,25.829999923706055,16.427815494038857,27.788535000497976,47.574952668791475,52.50790587612483,55.873332296926776,45.93618146058527,50.04142927245815,45.03728634521234,4,True,3.4,74.3603812552797,77.84042429836137,n/d,2026-04-20,última,,,False,False,,,Em Baixa,28.530000686645508,-9.463724843873855,-19.39234607178938,True,False,False,sem sinal (Em Baixa; sem novo topo (-9.5%))
LREN3,BOVA11+SMALL11,BOVA11,Consumo discricionário,67.09,64.22,83.33333333333333,,,0.9,,69.77,67.86,55.01,48.61,23,Não,5,7,False,,True,,False,True,True,True,True,5,6,True,True,True,False,False,,True,True,True,,True,11650752512.0,8.35,1.2,7.35,4.35,14.41,23.53,9.37,,1.78,0.28,0.91,12.119999885559082,3.7699161873568077,6.993194527546878,19.232335147743452,18.16184705313942,19.631460302057718,19.008547500980196,19.232335147743452,17.309101632969107,3,True,5.2,42.81437125748502,56.83620198403454,2026-11-05,2026-06-24,última,,,False,False,,,Em Baixa,13.899999618530273,-12.805753826052268,-30.02871042054396,True,False,False,sem sinal (Em Baixa; sem novo topo (-12.8%))
VIVA3,BOVA11+SMALL11,BOVA11,Consumo discricionário,66.4,63.41,83.33333333333333,,,0.9,,76.52,53.05,69.86,17.36,24,Não,5,7,False,,True,,False,True,True,True,True,5,6,True,True,True,True,False,,True,False,True,,True,5064809472.0,8.72,1.6,3.23,1.97,18.4,17.32,18.56,,4.19,0.38,0.58,21.540000915527344,3.030120218495432,5.620873005309027,32.72993258380015,27.35386773810436,41.917625778881444,,,,3,False,13.8,,,n/d,2025-12-22,última,,,False,False,,,Em Baixa,22.84000015258789,-5.691765448229436,-39.985782644047276,True,False,False,sem sinal (Em Baixa; sem novo topo (-5.7%))
ABCB4,SMALL11,SMALL11,Produtos financeiros,65.41,66.37,60.0,16.87,,0.4,,53.24,68.97,83.86,84.03,25,Não,2,6,False,,True,,False,True,,False,True,3,5,True,False,False,,False,,True,False,True,,True,6037906432.0,6.01,0.84,11.08,10.04,14.05,0.0,40.92,,,,1.08,23.43000030517578,16.809128700403438,29.466291182701095,48.814636576611434,49.46370851902647,60.86644486017797,31.69668548657199,29.466291182701095,26.519662064430985,3,True,2.9,13.186776436245662,35.28248004149648,n/d,2026-06-30,última,,,False,False,,,Em Baixa,24.15999984741211,-3.0215213031738575,-14.26497493226153,True,False,False,sem sinal (Em Baixa; sem novo topo (-3.0%))
GRND3,SMALL11,SMALL11,Consumo discricionário,65.25,65.0,66.66666666666667,,,0.9,,63.19,55.74,63.14,100.0,26,Não,4,7,False,,True,,False,True,True,False,True,4,6,True,True,False,True,False,,True,False,True,,True,3121473536.0,5.54,1.0,43.19,19.55,18.04,7.81,24.95,,2.05,0.02,,3.4600000381469727,4.831805742822669,7.0351091615498085,6.495306930817422,6.972884640210461,,6.33377661885009,6.734095785513942,6.060686206962548,4,True,1.5,75.16433931048137,83.05712569420052,2026-11-05,2026-04-24,última,,,False,False,,,Em Baixa,3.8499999046325684,-10.12986691288804,-30.413383648246693,True,False,False,sem sinal (Em Baixa; sem novo topo (-10.1%))
MULT3,BOVA11+SMALL11,BOVA11,Imobiliário,64.83,61.57,83.33333333333333,,,0.8,,87.53,39.62,41.95,38.89,27,Não,6,7,False,,True,,False,True,True,True,True,5,6,True,True,True,True,True,,True,False,True,,True,13592169472.0,10.29,2.11,4.04,3.71,20.52,18.7,43.42,,1.64,0.75,0.81,27.68000030517578,7.327326162964009,13.592190032298236,35.64237162716998,28.177887741374914,44.11780983282739,30.38256480841763,31.910129684272448,28.719116715845203,4,True,6.0,3.7540332341510885,9.763599976321192,2026-10-29,2026-07-01,última,,,False,False,,,Em Baixa,29.06999969482422,-4.781559698110083,-21.537871963588138,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.8%))
BBDC3,BOVA11,BOVA11,Produtos financeiros,63.44,60.52,80.0,15.65,,0.4,,51.13,67.19,66.43,74.31,28,Não,3,6,False,,True,,False,True,,True,True,4,5,True,False,False,,True,,True,False,True,,True,164028628992.0,6.48,0.92,9.33,8.7,14.13,0.0,26.07,,,,1.05,15.0600004196167,9.353667435075943,17.35105309206587,30.79398233949402,29.257339173736906,34.54428341639067,19.166234288878613,17.35105309206587,15.615947782859285,3,True,3.3,3.69154945386605,27.26582838545779,2026-11-04,2026-09-02,próxima,,,False,False,,,Em Baixa,16.50238800048828,-8.740477928581637,-17.208193579091912,True,False,False,sem sinal (Em Baixa; sem novo topo (-8.7%))
CYRE3,BOVA11+SMALL11,BOVA11,Consumo discricionário,63.44,62.87,66.66666666666667,,,0.9,,61.52,64.01,61.89,68.06,29,Não,4,7,False,,True,,False,True,True,False,True,4,6,True,True,False,True,False,,True,False,True,,True,7766553600.0,4.97,0.93,10.67,7.26,18.6,6.91,20.76,,3.78,0.75,0.42,21.200000762939453,10.999083256315716,20.403299440465652,56.51911672212228,46.77431832828195,81.68176341365124,51.34462447613028,51.646717525202114,46.4820457726819,4,True,7.4,119.25492499952628,142.1916161714853,2026-08-13,2025-12-10,última,,,False,False,,,Em Baixa,21.829999923706055,-2.8859329499239306,-41.13587799818726,True,False,False,sem sinal (Em Baixa; sem novo topo (-2.9%))
BBSE3,BOVA11,BOVA11,Insurance,63.35,60.41,80.0,,1.3,0.3,,68.46,32.94,61.0,91.67,30,Não,5,6,False,,True,,True,True,,False,True,4,5,True,True,False,,True,,True,True,True,,True,74563354624.0,8.11,6.84,17.34,12.84,84.38,0.0,87.93,,,,,38.40999984741211,35.230885284546886,51.296168974300265,49.25573346647177,24.462288654387482,,45.26092924177298,49.25573346647177,44.33016011982459,3,True,1.5,15.413070283600527,17.836317161095884,2026-11-03,2026-08-07,última,,,False,False,,,Em Alta,40.51827621459961,-5.2032726072088975,-5.778599169327913,True,False,False,sem sinal (Em Alta; sem novo topo (-5.2%))
DIRR3,BOVA11+SMALL11,BOVA11,Consumo discricionário,63.34,62.75,66.66666666666667,,,0.9,,73.0,43.22,50.33,90.28,31,Não,4,7,False,,True,,False,True,False,True,True,4,6,True,True,False,True,False,,True,False,True,,True,5850042368.0,7.19,2.83,13.39,12.12,39.35,10.1,18.16,,4.26,1.3,1.42,11.25,9.739477908144146,16.02106781322791,18.38448117537903,11.830037425107324,26.879317833243633,16.570876431020405,16.02106781322791,14.418961031905118,5,True,2.8,28.16854250582328,47.29667938684805,n/d,2025-12-17,última,,,False,False,,,Em Baixa,12.039999961853027,-6.561461497973642,-34.81236910084547,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.6%))
KEPL3,SMALL11,SMALL11,Bens Industriais,62.88,65.15,50.0,,,0.7,,67.72,52.12,59.98,96.53,32,Não,5,7,False,,True,,False,True,True,False,False,3,6,True,True,True,False,False,,True,True,True,,True,1039545856.0,7.43,1.39,7.08,16.55,18.67,13.9,10.19,,2.02,0.42,,6.0,7.0908722726034235,10.324310028910585,8.398384925975773,8.856063103571103,,8.667407582765222,8.627224014773438,7.764501613296094,4,True,1.5,29.40836022160156,44.45679304608703,n/d,2025-12-16,última,,,False,False,,,Em Baixa,6.489999771118164,-7.550073781185073,-42.85714285714286,True,False,False,sem sinal (Em Baixa; sem novo topo (-7.6%))
ALPA4,SMALL11,SMALL11,Consumo discricionário,62.26,61.48,66.66666666666667,,,0.9,,75.3,40.35,50.05,75.0,33,Não,4,7,False,,False,,False,True,True,True,True,4,6,True,True,True,False,False,,True,False,True,,True,8863593472.0,13.18,2.55,13.27,8.77,19.37,17.96,13.17,,1.73,0.41,0.3,13.050000190734863,8.176835626991027,15.168030088068354,13.119309751687172,10.677608218439078,29.704097550989825,15.369176247235092,13.119309751687172,11.807378776518455,5,True,3.6,-9.522003034901372,17.77146377474217,n/d,2025-12-17,última,,,False,False,,,Lateral,13.529999732971191,-3.547668527048231,-19.54376853770676,True,False,False,sem sinal (Lateral; sem novo topo (-3.5%))
TOTS3,BOVA11+SMALL11+Wishlist,BOVA11,Tecnologia de informação,62.04,58.28,83.33333333333333,,,0.5,,87.32,33.0,46.38,14.58,34,Não,6,7,False,,True,,False,True,True,True,True,5,6,True,True,True,True,True,,True,False,True,,True,18485538816.0,13.09,3.42,2.18,1.39,26.12,23.37,21.63,,1.84,0.92,0.87,32.25,3.1962159668702887,5.928980618544385,32.64419404125286,22.863257187258498,40.374104166247825,,,,3,False,12.6,,,2026-11-04,2026-06-16,última,"A TOTVS (TOTS3) apresenta-se como uma empresa de alta eficiência operacional no setor de tecnologia da informação, o que é evidenciado por um ROE de 26,1% e um ROIC de 23,4%, ambos posicionados significativamente acima dos pares setoriais (8,9% e 13,4%, respectivamente). Essa forte qualidade de retorno convive com múltiplos de preço que exigem atenção, pois o P/VP de 3,42 indica um prêmio patrimonial demandado pelo mercado, embora o P/L de 13,09 e o PEG de 0,87 sugiram que o preço atual está atrativo quando confrontado com o forte ritmo de crescimento dos lucros. No âmbito financeiro, a excelente rentabilidade traduzida em uma margem líquida de 21,89% é suportada por um endividamento equilibrado, com relação dívida/patrimônio de 0,92 e uma sólida liquidez corrente de 1,84, garantindo robustez para as operações. Por outro lado, o dividend yield de 2,18% mostra-se tímido, o que é coerente com uma estratégia corporativa voltada para a reinvestimento do lucro na expansão dos negócios em detrimento de uma distribuição massiva de proventos. Esse foco na expansão é comprovado pelo impressionante CAGR de receita de cinco anos de 269,5%, superando com folga a média do setor de 83,6%, o que corrobora o sucesso da companhia em escala. O checklist de critérios fundamentalistas reforça essa solidez ao registrar o atendimento de 6 dos 7 requisitos avaliados, sendo penalizado apenas pela ocorrência de venda de ações por parte de insiders. Sob a ótica do valuation, as estimativas de preço-teto revelam uma dispersão brutal entre os métodos de avaliação, variando desde patamares extremamente baixos nos modelos focados em dividendos, como Bazin (R$ 3,19) e Gordon (R$ 5,92), até valores bem mais generosos em modelos de fluxo de caixa e crescimento, como o DCF (R$ 32,60) e o método de Lynch (R$ 40,32), que baliza o maior upside frente ao preço atual de R$ 32,21, enquanto a fórmula de Graham aponta para R$ 22,83. Em balanço, os principais prós da tese residem no crescimento exponencial de receita, na rentabilidade muito acima da média setorial e na saúde financeira confortável, ao passo que os contras concentram-se no baixo retorno em dividendos para o acionista, na pressão vendedora de insiders e na elevada divergência de valor justo a depender da metodologia de precificação adotada.",,True,False,,,Em Alta,32.5099983215332,-0.7997488002359887,-32.36692417144831,True,False,False,sem sinal (Em Alta; sem novo topo (-0.8%))
CEAB3,BOVA11+SMALL11,BOVA11,Consumo discricionário,61.91,64.01,50.0,,,0.9,,61.95,84.59,42.97,63.89,35,Não,4,7,False,,False,,False,True,True,False,True,3,6,True,True,True,False,False,,True,False,True,,True,2685117440.0,5.03,0.74,5.68,6.49,14.79,14.93,7.02,,1.67,0.72,0.5,8.949999809265137,4.146976018051192,7.692640513484962,23.576043235141757,22.004648355293234,29.271752854985042,24.95081481514001,23.576043235141757,21.218438911627583,3,True,7.1,137.07753479125248,178.78005974157293,n/d,2025-12-26,última,,,False,False,,,Em Baixa,9.779999732971191,-8.486707018077787,-50.48153120278278,True,False,False,sem sinal (Em Baixa; sem novo topo (-8.5%))
EVEN3,SMALL11,SMALL11,Consumo discricionário,61.82,60.97,66.66666666666667,,,0.9,,44.95,79.05,65.99,77.78,36,Não,1,7,False,,True,,False,True,True,False,True,4,6,False,False,False,False,False,,True,False,True,,True,880910784.0,4.22,0.47,20.09,9.08,11.22,6.52,11.31,,4.53,0.65,0.61,4.440000057220459,2.879441378245278,5.3413637566449905,13.940758473500257,14.954403007866746,16.83455166728157,,,,3,False,5.8,,,n/d,2026-06-02,última,,,False,False,,,Em Baixa,5.110000133514404,-13.111547138711177,-47.95485354717428,True,False,False,sem sinal (Em Baixa; sem novo topo (-13.1%))
