ticker,origem,grupo,setor,investment,investment_base,consistencia,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roic,mrg_liq,div_liq_ebitda,liq_corr,div_patrim,peg,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
ABCB2,SMALL11,SMALL11,,87.85,85.7,100.0,78.5,98.67,,,1,Não,4,4,True,,,,,True,,True,,2,2,True,True,,True,True,,,,True,,True,,,0.0,,,15.0,,41.54,,,,,,,,,,,,,,0.0,,,n/d,n/d,,,,,,,,True,False,False,histórico insuficiente
RIAA3,SMALL11,SMALL11,Consumer Cyclical,69.97,70.55,66.66666666666667,66.54,83.71,53.77,89.26,12,Não,4,7,False,,False,,False,True,True,True,True,4,6,True,True,False,False,True,,True,False,True,,True,3996421888.0,2.55,0.72,41.67,13.09,28.35,8.96,14.2,,1.6,0.7,0.17,7.960000038146973,7.44,13.8,41.36,27.87,87.67,27.68,27.87,25.08,3.0,215.06,247.69,2026-11-04,2026-07-01,última,,,Em Baixa,8.489999771118164,-6.242635421194931,-26.523951013972624,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.2%))
VLID3,SMALL11,SMALL11,Industrials,69.4,69.88,66.66666666666667,66.18,68.16,80.4,69.8,13,Não,3,7,False,,True,,False,True,True,False,True,4,6,True,False,True,False,False,,True,False,True,,True,1360647168.0,6.48,0.85,9.43,8.3,13.18,15.68,12.13,,2.32,0.43,1.06,17.389999389648438,10.31,19.12,35.56,35.15,38.62,32.11,35.35,31.82,4.0,82.96,84.66,2026-11-04,2026-05-12,última,,,Em Alta,18.65999984741211,-6.806004652458797,-24.64859152525549,True,False,False,sem sinal (Em Alta; sem novo topo (-6.8%))
MILS3,SMALL11,SMALL11,Industrials,69.39,69.87,66.66666666666667,86.65,53.19,61.37,53.02,14,Não,6,7,False,,True,,False,True,False,True,True,4,6,True,True,True,True,True,,True,False,True,,True,3565582336.0,8.14,1.94,6.81,5.73,23.81,20.65,22.79,,2.21,1.05,0.64,15.649999618530273,6.41,11.89,25.47,18.68,35.43,22.87,22.08,19.87,4.0,26.96,46.14,n/d,2026-04-22,última,,,Lateral,15.8100004196167,-1.0120227504099244,-1.8193222677992948,True,False,False,sem sinal (Lateral; sem novo topo (-1.0%))
INTB3,SMALL11,SMALL11,Industrials,69.35,66.88,83.33333333333333,73.08,48.25,86.85,45.64,15,Não,5,7,False,,True,,False,True,True,True,True,5,6,True,True,True,False,False,,True,True,True,,True,4787098624.0,8.31,1.5,7.95,4.3,18.07,17.52,13.1,,2.64,0.26,0.72,14.630000114440918,4.5,8.34,23.33,19.66,28.01,19.83,21.49,19.34,4.0,32.21,35.57,n/d,2026-08-04,última,,,Lateral,15.130000114440918,-3.3046926385861153,-6.5716119761543235,True,False,False,sem sinal (Lateral; sem novo topo (-3.3%))
LEVE3,SMALL11,SMALL11,Consumer Cyclical,69.35,66.88,83.33333333333333,86.22,52.34,26.99,95.97,16,Não,6,7,False,,True,,True,True,False,True,True,5,6,True,True,True,False,True,,True,True,True,,True,4373843968.0,6.61,4.1,8.8,19.55,62.01,33.17,12.31,,1.37,1.44,0.19,32.27000045776367,45.06,83.59,64.69,29.4,146.46,73.84,64.69,58.22,5.0,80.41,128.82,n/d,2026-04-30,última,,,Em Baixa,32.47999954223633,-0.6465489145083825,-10.88096858969132,True,False,False,sem sinal (Em Baixa; sem novo topo (-0.6%))
PETR4,BOVA11,BOVA11,Energy,68.33,71.57,50.0,83.19,71.8,31.26,99.33,17,Não,5,7,False,,True,,False,True,True,False,False,3,6,True,True,True,True,False,,True,False,True,,True,575642664960.0,5.02,1.21,7.08,39.11,24.17,16.79,21.6,,0.74,0.83,,42.130001068115234,117.7,171.37,87.28,81.08,,114.36,102.49,92.24,4.0,118.94,171.44,n/d,2026-06-02,última,,,Em Alta,43.04999923706055,-2.1370457264800913,-14.296633310604957,True,False,False,sem sinal (Em Alta; sem novo topo (-2.1%))
LREN3,BOVA11+SMALL11,BOVA11,Consumer Cyclical,68.04,65.34,83.33333333333333,69.55,59.86,71.92,46.98,18,Não,6,7,False,,True,,False,True,True,True,True,5,6,True,True,True,False,True,,True,True,True,,True,12958097408.0,9.21,1.33,6.66,4.35,14.41,23.76,9.37,,1.78,0.28,1.07,13.479999542236328,4.19,7.78,19.39,18.27,19.01,16.11,18.64,16.77,4.0,24.44,19.52,2026-08-06,2026-06-24,última,,,Em Baixa,14.100000381469727,-4.397168953613684,-22.17714848128123,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.4%))
PETR3,BOVA11,BOVA11,Energy,67.04,70.05,50.0,83.19,65.98,31.26,98.66,19,Não,5,7,False,,True,,False,True,True,False,False,3,6,True,True,True,True,False,,True,False,True,,True,609765949440.0,5.65,1.37,6.3,37.2,24.17,16.79,21.6,,0.74,0.83,,47.310001373291016,125.72,183.05,87.08,80.66,,119.13,106.4,95.76,4.0,102.41,151.8,2026-08-06,2026-06-02,última,,,Em Alta,48.70000076293945,-2.854208147582249,-13.371945964980059,True,False,False,sem sinal (Em Alta; sem novo topo (-2.9%))
VIVA3,BOVA11+SMALL11,BOVA11,Consumer Cyclical,66.64,66.63,66.66666666666667,77.19,49.08,89.75,16.78,20,Não,5,7,False,,True,,False,True,True,False,True,4,6,True,True,True,True,False,,True,False,True,,True,5128295424.0,8.99,1.65,3.13,1.97,18.4,17.32,18.97,,4.14,0.41,0.6,21.809999465942383,3.07,5.69,32.14,26.86,41.17,33.39,32.14,28.93,3.0,32.65,53.1,n/d,2025-12-22,última,,,Em Baixa,23.520000457763672,-7.270412238690405,-39.23351936634612,True,False,False,sem sinal (Em Baixa; sem novo topo (-7.3%))
EZTC3,SMALL11,SMALL11,Real Estate,65.76,62.66,83.33333333333333,54.05,58.42,93.13,51.01,21,Não,3,7,False,,True,,False,True,True,True,True,5,6,False,False,False,True,True,,True,False,True,,True,3056496640.0,5.56,0.61,10.22,5.5,10.89,5.88,37.12,,8.52,0.33,0.74,11.020000457763672,4.33,8.03,26.26,28.38,25.88,26.84,26.26,23.64,3.0,114.48,143.58,2026-08-06,2026-05-15,última,,,Em Baixa,12.260000228881836,-10.11419044020081,-33.58004930825277,True,False,False,sem sinal (Em Baixa; sem novo topo (-10.1%))
MULT3,BOVA11+SMALL11,BOVA11,Real Estate,65.72,62.61,83.33333333333333,87.76,35.98,51.84,37.58,22,Não,6,7,False,,True,,False,True,True,True,True,5,6,True,True,True,True,True,,True,False,True,,True,13690378240.0,10.62,2.18,3.91,3.71,20.52,18.7,43.42,,1.64,0.75,0.85,27.8799991607666,7.38,13.69,34.78,27.48,42.4,29.59,31.13,28.02,4.0,0.51,6.13,2026-10-29,2026-07-01,última,,,Em Baixa,29.739999771118164,-6.254205193901486,-20.970952323360812,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.3%))
GRND3,SMALL11,SMALL11,Consumer Cyclical,65.56,65.36,66.66666666666667,65.63,39.44,81.52,96.64,23,Não,4,7,False,,True,,False,True,True,False,True,4,6,True,True,False,True,False,,True,False,True,,True,3193646336.0,5.11,1.02,42.83,19.55,19.96,7.6,24.95,,2.05,0.02,244.26,3.5399999618530273,4.94,4.95,4.96,7.36,13.56,5.55,4.95,4.46,4.0,25.95,56.82,2026-08-06,2026-04-24,última,,,Em Baixa,3.869999885559082,-8.527130063684252,-28.804446093990432,True,False,False,sem sinal (Em Baixa; sem novo topo (-8.5%))
PSSA3,BOVA11,BOVA11,Financial Services,65.4,62.82,80.0,77.11,41.3,,52.35,24,Não,5,6,False,,True,,False,True,,True,True,4,5,True,True,True,,True,,True,False,True,,True,33748246528.0,9.39,2.23,5.63,5.59,23.7,77.55,8.31,,,,0.83,52.650001525878906,21.01,38.97,74.29,54.58,94.5,44.76,38.97,35.07,3.0,-33.39,-14.99,2026-08-07,2026-06-23,última,,,Em Alta,55.45000076293945,-5.049592783652324,-5.220518003620223,True,False,False,sem sinal (Em Alta; sem novo topo (-5.0%))
CYRE3,BOVA11+SMALL11,BOVA11,Consumer Cyclical,65.2,64.94,66.66666666666667,61.52,59.16,79.46,65.77,25,Não,4,7,False,,True,,False,True,True,False,True,4,6,True,True,False,True,False,,True,False,True,,True,7997351424.0,4.96,0.92,10.69,7.26,18.6,6.91,20.76,,3.78,0.75,0.42,21.829999923706055,11.33,21.01,58.32,48.47,84.34,53.03,53.4,48.06,4.0,120.14,142.94,2026-08-13,2025-12-10,última,,,Em Baixa,22.5,-2.9777781168619843,-39.38661638847858,True,False,False,sem sinal (Em Baixa; sem novo topo (-3.0%))
DIRR3,BOVA11+SMALL11,BOVA11,Real Estate,65.18,64.92,66.66666666666667,74.12,39.15,64.92,87.92,26,Não,5,7,False,,True,,False,True,False,True,True,4,6,True,True,False,True,True,,True,False,True,,True,6110044160.0,7.34,2.89,13.12,12.12,39.35,10.1,18.16,,4.26,1.3,1.69,11.75,10.17,15.39,17.3,12.1,26.36,16.26,15.39,13.85,5.0,17.87,38.41,n/d,2025-12-17,última,,,Em Baixa,12.670000076293945,-7.261247598690234,-31.915141060883045,True,False,False,sem sinal (Em Baixa; sem novo topo (-7.3%))
ISAE4,BOVA11,BOVA11,Utilities,64.68,64.33,66.66666666666667,62.11,51.84,80.21,73.83,27,Não,3,7,False,,True,,False,True,True,False,True,4,6,False,False,False,True,False,,True,True,True,,True,18278866944.0,6.67,0.85,6.49,8.9,12.71,9.63,24.64,,4.0,0.75,1.29,26.649999618530273,16.95,28.23,47.54,53.09,56.2,46.27,50.32,45.28,4.0,69.92,73.61,n/d,2026-04-20,última,,,Em Baixa,28.530000686645508,-6.589558439776821,-16.83337387601458,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.6%))
KEPL3,SMALL11,SMALL11,Industrials,63.63,66.04,50.0,67.5,46.98,72.95,93.29,28,Não,5,7,False,,True,,False,True,True,False,False,3,6,True,True,True,False,False,,True,True,True,,True,1056871616.0,7.66,1.43,6.87,16.51,18.67,13.9,10.19,,2.02,0.42,,6.099999904632568,7.2,10.48,8.28,8.74,,8.67,8.51,7.66,4.0,25.59,42.2,n/d,2025-12-16,última,,,Em Baixa,6.489999771118164,-6.009243146990162,-41.904762813023154,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.0%))
ITSA4,BOVA11,BOVA11,Industrials,63.42,59.91,83.33333333333333,61.8,27.4,87.64,77.18,29,Não,4,7,False,,True,,False,True,True,True,True,5,6,True,True,False,True,False,,True,False,True,,True,151411310592.0,9.07,1.71,9.53,9.4,18.83,0.36,203.02,,2.38,0.13,3.26,13.510000228881836,9.07,11.63,13.65,16.27,18.14,13.75,13.65,12.28,5.0,-9.1,1.79,n/d,2026-09-01,próxima,,,Em Alta,13.930000305175781,-3.0150758585259396,-10.234341372509181,True,False,False,sem sinal (Em Alta; sem novo topo (-3.0%))
EVEN3,SMALL11,SMALL11,Real Estate,63.42,62.84,66.66666666666667,44.95,72.28,85.14,75.17,30,Não,1,7,False,,True,,False,True,True,False,True,4,6,False,False,False,False,False,,True,False,True,,True,922575488.0,4.36,0.49,19.45,9.08,11.22,6.52,11.31,,4.53,0.65,0.64,4.650000095367432,3.02,5.59,14.13,15.09,16.91,15.38,15.09,13.58,3.0,192.07,230.7,n/d,2026-06-02,última,,,Em Baixa,5.400000095367432,-13.888888643602293,-45.49325836708316,True,False,False,sem sinal (Em Baixa; sem novo topo (-13.9%))
BRSR6,SMALL11,SMALL11,Financial Services,63.21,63.77,60.0,49.79,81.43,,82.55,31,Não,2,6,False,,True,,False,True,,False,True,3,5,False,False,False,,False,,True,True,True,,True,5729732096.0,3.71,0.52,11.03,10.15,13.99,0.0,22.75,,,,0.43,14.010000228881836,10.16,18.85,50.04,47.85,71.27,14.51,14.51,13.05,2.0,-6.82,3.54,n/d,2026-06-15,última,,,Em Alta,14.449999809265137,-3.0449798352327972,-24.77436654777193,True,False,False,sem sinal (Em Alta; sem novo topo (-3.0%))
ABCB4,SMALL11,SMALL11,Financial Services,62.92,59.91,80.0,53.46,63.0,,81.21,32,Não,2,6,False,,True,,False,True,,True,True,4,5,True,False,False,,False,,True,False,True,,True,6081715200.0,6.17,0.87,10.79,10.04,14.05,0.0,41.54,,,,1.15,23.600000381469727,16.93,28.84,46.55,48.32,58.85,30.77,28.84,25.96,3.0,10.0,30.4,n/d,2026-06-30,última,,,Lateral,24.15999984741211,-2.317878598837686,-13.642910885623039,True,False,False,sem sinal (Lateral; sem novo topo (-2.3%))
ALPA4,SMALL11,SMALL11,Consumer Cyclical,62.79,62.11,66.66666666666667,72.63,36.3,65.5,72.48,33,Não,5,7,False,,False,,False,True,True,True,True,4,6,True,True,True,False,True,,True,False,True,,True,8327023616.0,13.72,2.46,14.43,8.77,17.9,17.0,13.17,,1.73,0.41,0.31,12.260000228881836,7.68,14.25,11.84,10.01,26.81,14.12,11.84,10.66,5.0,-13.08,15.15,n/d,2025-12-17,última,,,Lateral,12.479999542236328,-1.762815075512969,-24.414298718325167,True,False,False,sem sinal (Lateral; sem novo topo (-1.8%))
TFCO4,SMALL11,SMALL11,Consumer Cyclical,62.71,62.01,66.66666666666667,82.44,24.06,86.42,16.11,34,Não,5,7,False,,True,,False,True,True,False,True,4,6,True,True,True,False,True,,True,False,True,,True,2255117056.0,15.99,3.9,2.13,1.72,24.42,25.98,13.23,,2.83,0.3,1.07,14.859999656677246,1.83,3.39,12.31,8.93,15.54,12.26,12.31,11.08,3.0,-25.42,-17.5,n/d,2026-06-29,última,,,Em Baixa,15.010000228881836,-0.9993375743989841,-18.25221164262062,True,False,False,sem sinal (Em Baixa; sem novo topo (-1.0%))
RECV3,BOVA11+SMALL11,BOVA11,Energy,62.65,64.88,50.0,56.32,73.37,66.36,79.19,35,Não,2,7,False,,True,,False,True,True,False,False,3,6,False,False,False,True,False,,True,False,True,,True,2950601216.0,5.55,0.71,13.5,9.75,12.74,9.37,17.93,,2.18,0.77,0.95,10.069999694824219,7.02,12.75,23.54,24.06,28.3,22.16,23.8,21.42,4.0,112.74,120.09,n/d,2026-05-19,última,,,Em Alta,10.890000343322754,-7.529849611082174,-29.286676229465503,True,False,False,sem sinal (Em Alta; sem novo topo (-7.5%))
CEAB3,BOVA11+SMALL11,BOVA11,Consumer Cyclical,62.35,64.53,50.0,61.73,78.13,55.24,61.74,36,Não,4,7,False,,False,,False,True,True,False,True,3,6,True,True,True,False,False,,True,False,True,,True,2832123648.0,5.12,0.76,5.58,6.49,14.79,14.93,7.02,,1.67,0.72,0.52,9.4399995803833,4.37,8.11,24.43,22.7,30.17,25.77,24.43,21.99,3.0,132.91,172.96,n/d,2025-12-26,última,,,Em Baixa,10.34000015258789,-8.70406730099843,-47.77046540458689,True,False,False,sem sinal (Em Baixa; sem novo topo (-8.7%))
CXSE3,BOVA11,BOVA11,Financial Services,61.54,54.75,100.0,64.67,27.38,,78.52,37,Não,5,6,False,,True,,True,True,,True,True,5,5,True,True,False,,True,,True,True,True,,True,58860003328.0,13.29,4.24,6.95,9.63,31.89,-1.14,75.12,,,,1.4,19.6200008392334,13.49,25.03,19.56,12.4,28.24,19.36,19.56,17.6,3.0,-10.27,-1.33,2026-08-10,2026-08-04,última,,,Em Baixa,22.04433250427246,-10.99752811553354,-11.392393392660082,True,False,False,sem sinal (Em Baixa; sem novo topo (-11.0%))
BLAU3,SMALL11,SMALL11,Healthcare,60.97,62.9,50.0,60.38,56.98,87.98,38.93,38,Não,3,7,False,,True,,False,True,True,False,False,3,6,False,True,False,False,False,,True,True,True,,True,2058075904.0,8.51,0.9,8.35,3.81,10.63,12.15,13.82,,2.66,0.25,1.19,8.90999984741211,2.43,4.5,13.87,15.27,11.51,13.55,13.87,12.49,3.0,40.13,52.09,n/d,2026-06-26,última,,,Em Baixa,9.760000228881836,-8.70902009770862,-37.61843258427754,True,False,False,sem sinal (Em Baixa; sem novo topo (-8.7%))
BBSE3,BOVA11,BOVA11,Financial Services,60.33,56.86,80.0,68.46,24.36,,85.91,39,Não,4,6,False,,True,,True,True,,False,True,4,5,True,True,False,,False,,True,True,True,,True,79513534464.0,8.8,7.43,11.21,11.12,84.38,0.0,87.93,,,,4.87,40.959999084472656,32.54,38.03,38.86,24.03,60.16,36.47,38.03,34.22,3.0,-16.44,-10.95,2026-11-03,2026-08-07,próxima,,,Em Alta,42.58000183105469,-3.804609386842539,-4.388424513116318,True,False,False,sem sinal (Em Alta; sem novo topo (-3.8%))
SANB11,BOVA11,BOVA11,Financial Services,60.16,56.66,80.0,54.02,57.51,,66.44,40,Não,3,6,False,,True,,True,True,,True,False,4,5,True,False,False,,True,,True,False,True,,True,157281763328.0,7.13,1.12,7.83,7.32,15.69,0.0,28.66,,,,0.95,29.270000457763672,15.3,28.38,54.39,49.13,60.84,32.69,28.38,25.54,3.0,-12.73,11.69,n/d,2026-07-22,última,,,Lateral,29.479999542236328,-0.7123442596116303,-19.718206293424966,True,False,False,sem sinal (Lateral; sem novo topo (-0.7%))
TOTS3,BOVA11+SMALL11,BOVA11,Technology,60.13,56.03,83.33333333333333,83.54,31.53,45.74,14.09,41,Não,5,7,False,,True,,False,True,True,True,True,5,6,True,True,True,True,False,,True,False,True,,True,18462611456.0,13.21,3.45,2.16,1.39,26.12,23.37,15.22,,1.62,0.92,0.88,32.209999084472656,3.19,5.92,32.31,22.63,39.96,31.63,32.31,29.08,3.0,-9.73,-1.79,2026-11-04,2026-06-16,última,,,Em Alta,32.5099983215332,-0.9227906876323688,-32.45081207696994,True,False,False,sem sinal (Em Alta; sem novo topo (-0.9%))
CMIG4,BOVA11,BOVA11,Utilities,60.02,55.91,83.33333333333333,57.1,51.34,39.23,95.3,42,Não,5,7,False,,True,,True,True,True,False,True,5,6,True,True,False,False,True,,True,True,True,,True,31782176768.0,6.66,1.11,9.39,17.42,16.75,9.62,11.15,,0.93,0.69,,11.109999656677246,13.83,20.13,17.35,19.38,,17.67,18.37,16.53,4.0,48.78,59.07,2026-08-13,2026-06-24,última,,,Em Alta,11.279999732971191,-1.5070929106233866,-16.689506802616194,True,False,False,sem sinal (Em Alta; sem novo topo (-1.5%))
